产品ID,型号,品牌,颜色数,上市时间,市场定位,芯片平台,芯片主频,AP,频段数量,零售价格,外观类型,厚度,产品重量,屏幕数量,屏幕尺寸,分辩率,触摸屏,键盘类型,RAM,ROM,Flash内存,摄像头,定位,FM广播,电视,Modem,红外,蓝牙,WLAN,电池容量,重力感应器,方向感应器,文字输入方法数,智能系统
1167,Coolpad D518,宇龙,1,2011,2,0,192,1,3,806,0,13.5,137,1,3.7,409920,2,0,256,256,128,500,1,1,0,1,0,1,1,1390,1,0,2,1
1168,BenWee 336,本为,1,2011,2,0,192,1,1,458,0,15,183.5,1,4,153600,2,2,256,512,32,200,1,1,0,1,0,1,1,1450,1,1,1,1
1169,LT S100,特灵通,1,2011,0,0,528,1,1,668,0,12.2,72,1,1.44,16384,0,1,4,16,1,0,0,0,0,0,0,0,0,1000,0,0,1,0
1170,ZTE-C N760,中兴,1,2011,2,0,600,1,1,990,0,12.5,110.5,1,2.4,76800,0,2,64,32,0,30,0,1,0,1,0,0,0,1150,0,0,1,0
1171,S850,华录,2,2011,1,0,528,1,1,739,0,12.6,90,1,1.8,20480,0,1,8,32,3.65,0,0,0,0,1,0,0,0,1000,0,0,1,0
1172,YUSUN E20,语信时代,1,2011,0,1,125,1,1,258,0,14,160,1,2.8,16384,1,1,32,8,32,30,0,1,0,0,0,1,0,3000,0,0,3,0
1173,TCL C780,TCL移动,2,2011,1,0,192,1,1,585,0,12.85,130,1,2.8,76800,1,0,64,256,5,200,0,0,0,1,0,1,0,1100,0,0,2,0
1174,Bird AE750,波导,1,2011,1,0,600,1,1,1006,0,11.7,85,1,2.4,76800,0,1,32,128,4,30,0,0,0,1,0,0,0,1100,0,0,1,0
1175,TONEWIN E66,深圳同威,2,2011,0,1,125,1,1,301,0,14.5,132,1,3.8,153600,2,0,512,256,152,200,1,1,0,1,0,1,1,1500,1,0,3,1
1176,Lenovo A320e,联想,1,2011,0,0,192,1,1,447,0,13.5,130,1,3.5,153600,2,0,256,216,40,300,1,0,0,1,0,1,1,1500,1,0,1,1
1177,TONEWIN E50,深圳同威,3,2011,0,1,125,1,1,353,1,18,104,2,1.8,20480,0,1,8,16,6,30,0,1,0,1,0,1,0,900,0,0,1,0
1178,LH-C100,联泓,3,2011,6,0,192,0,1,599,0,19.3,106,1,2.8,76800,1,0,128,256,140,200,1,1,0,1,0,1,0,1100,1,0,3,1
1179,Z9,掌中宝,3,2011,1,1,56,1,3,680,2,15.8,112,1,1.8,20480,0,1,128,64,2.5,30,0,1,0,1,0,0,0,1500,0,0,1,0
1180,BA268,巴拿拿,3,2011,2,1,125,1,1,388,0,12.8,85,1,2,38720,0,1,128,256,160,200,1,0,0,0,0,1,0,900,0,0,1,0
1181,Soaye-E6,首亿,3,2011,3,0,600,1,3,1647,0,14,120,1,2.8,76800,1,0,64,256,40,200,0,1,0,1,0,1,0,1500,0,0,2,0
1182,ZC600,中辰,2,2011,3,0,528,1,1,855,0,12.9,105,2,2.6,76800,0,1,16,4,20,30,0,1,0,0,0,0,0,1000,0,0,1,0
1183,EV68,鑫方迅,2,2011,3,0,192,1,1,3680,0,27,60,1,1.44,16384,0,1,16,64,0.5,0,0,1,0,0,0,0,0,670,0,0,1,0
1184,BROR E506,BROR,1,2011,0,0,192,1,1,472,0,13,135,1,3.75,153600,2,2,256,512,152,200,1,1,0,1,0,1,1,1500,1,1,2,1
1185,TQ16,tavqi,7,2011,4,1,52,1,4,1380,0,13.7,130,1,3.5,153600,2,2,512,256,170,200,1,1,0,1,0,1,1,1500,1,1,2,1
1186,E.XUN E600,EXUN,2,2011,2,1,125,1,1,345,0,14.25,118,1,3.2,153600,1,0,256,512,40,200,1,0,0,1,0,1,1,1300,1,0,2,1
1187,SED S508EG,深圳桑达电子,2,2011,3,0,600,1,4,2180,0,13.9,190,1,2.8,76800,1,0,256,32,100,200,0,0,0,1,0,1,0,2000,0,0,2,1
1188,S35,35Phone,2,2011,3,0,192,1,3,1880,0,16.2,130,1,2.6,76800,1,1,512,1024,16,30,0,0,0,1,0,0,0,3000,0,0,3,0
1189,EPHONE A5,易丰展业,1,2011,3,0,800,1,1,1280,0,12.2,80,1,1.8,20480,0,1,32,64,0,0,0,0,0,1,0,0,0,720,0,0,1,0
1190,ZC500,中辰,3,2011,2,0,192,1,1,399,0,14.5,139,1,2,38720,0,1,16,8,2,200,0,1,0,1,0,1,0,1000,1,0,1,0
1191,PC108,吉邦,1,2011,3,0,192,1,3,990,0,13.5,97,1,2.4,76800,0,1,128,256,140,200,1,1,0,1,0,1,0,1100,0,0,1,0
1192,ZC300,中辰,2,2011,3,0,192,1,3,1084,0,14.3,70,1,1.5,14400,0,1,2,8,0.87,0,0,0,0,0,0,0,0,670,0,0,1,0
1193,EV301,miki,4,2011,0,1,125,1,1,406,0,13.2,68.5,1,1.44,16384,0,1,8,4,0.5,0,0,0,0,0,0,0,0,800,0,0,1,0
1194,HE-U56E,海尔,3,2011,2,0,192,1,3,999,0,14.4,90,1,2.4,76800,0,2,256,1000,40,30,0,0,0,1,0,0,0,1000,0,0,1,0
1195,SH320T,夏普,2,2011,1,0,800,1,1,1880,0,13,150,1,2.4,76800,0,1,64,128,10,200,0,0,0,1,0,0,0,1800,0,0,1,0
1196,CHIVA-E716,振华,2,2011,1,0,192,1,1,399,0,13.2,140,1,4,384000,2,1,512,256,190,300,1,1,0,1,0,1,1,1500,1,1,2,1
1197,U705,35Phone,3,2011,3,0,104,1,4,2680,0,12.8,130,1,3.2,96000,1,0,128,256,100,200,0,0,0,0,0,1,0,1200,1,0,2,1
1198,EC600,LEO,1,2011,3,0,528,1,1,1960,0,11.2,134,1,3.5,153600,2,1,4096,2048,786,200,0,0,0,1,0,0,0,1100,1,0,2,1
1199,VD610,百灵葳朗,3,2011,2,0,104,1,3,729,0,12.5,135,1,3.8,384000,2,0,256,512,150,500,0,1,0,1,0,1,0,1400,1,0,1,1
1200,SCH-i929,三星,2,2012,4,0,1200,1,5,5980,0,9.8,95,1,1.8,20480,0,1,4,16,0,30,0,1,0,1,0,0,0,1050,0,0,1,0
1201,A5800C,华录,1,2009,0,1,56,0,1,980,2,15.5,82,1,2.4,76800,1,1,64,128,16,130,0,1,0,1,0,0,0,1000,0,0,3,0
1202,SCH-F839,三星,2,2009,1,0,268,0,1,1800,0,12.6,100,1,2.8,76800,2,0,256,512,170,320,1,1,0,1,0,1,1,1050,1,0,2,1
1203,SCH-F299,三星,1,2009,0,0,96,0,1,658,2,15.5,120,1,3.5,384000,1,0,256,256,8192,500,1,1,0,1,0,1,1,1000,1,0,3,1
1204,XT800,摩托罗拉,5,2010,4,0,192,0,5,2180,0,11.4,83.4,1,1.52,16384,0,1,4,8,0.3,0,0,0,0,1,0,0,0,800,0,0,1,0
1205,E189,三星,1,2010,0,1,56,0,1,223,0,14.6,91,1,2,38720,0,1,32,128,2,30,0,0,0,0,0,0,0,1000,0,0,1,0
1206,酷派269CP,宇龙,1,2009,2,0,96,0,3,1890,0,19,101.5,1,2.8,96000,0,1,64,128,30,30,1,1,0,1,0,1,0,1000,0,0,1,0
1207,U99,优思,1,2010,0,0,96,0,1,277,0,13.5,120,1,2.4,76800,0,1,64,64,15,0,1,1,0,0,0,0,0,2000,0,0,1,0
1208,Q89,创维,1,2010,5,0,96,0,1,298,0,15,100,1,2.8,76800,1,2,256,512,6,30,0,0,0,1,0,0,0,850,0,0,2,1
1209,SCH-W319,三星,1,2010,1,0,192,0,3,1596,1,16.8,95,1,2.2,38720,0,1,64,128,2.79,0,0,0,0,1,0,0,0,1100,0,0,1,0
1210,E550B,华立,4,2010,1,0,192,1,1,1590,0,17.5,80,1,1.5,16384,0,1,32,64,3.2,30,0,0,0,1,0,0,0,950,0,0,1,0
1211,CM288,EXUN,2,2010,5,1,56,0,1,498,0,15.5,90,1,2,38720,0,1,4,16,2,0,0,1,0,0,0,0,0,1050,0,0,1,0
1212,SENAP S10,申纳科技,3,2010,0,0,96,0,1,299,0,14.8,100,1,2.4,76800,0,1,64,256,30,30,0,0,0,1,0,0,0,1200,0,0,1,0
1213,SM-Kingpad K520,森密,2,2010,2,0,192,1,1,672,1,16.9,100,1,2.4,76800,0,1,64,128,10,30,0,0,0,1,0,0,0,1100,0,0,1,0
1214,C8300,华为,1,2010,3,0,192,1,3,2180,0,13.4,115,1,2.6,76800,1,0,512,1024,34,320,1,1,0,1,0,1,0,1200,0,0,2,0
1215,MY-V18,美翼,3,2011,1,0,96,1,3,998,1,18,95,1,2.2,76800,0,1,8,16,3,130,0,1,0,0,0,1,0,800,0,0,1,0
1216,U72,优思,2,2011,0,0,96,1,1,699,0,14,80,1,1.8,20480,0,1,32,64,0,0,0,0,0,0,0,0,0,700,0,0,1,0
1217,MY-E66,美翼,2,2011,2,0,192,1,1,798,0,13.65,136.5,1,3.5,153600,2,0,256,512,150,500,1,1,0,1,0,1,1,1500,1,1,3,1
1218,SH7218T,夏普,3,2011,2,0,800,1,1,2640,1,17,135,1,3,96000,1,0,64,128,50,200,1,1,0,1,0,1,0,1050,0,0,2,0
1219,ViewSonic Q6,优派环宇,2,2011,0,0,192,1,1,3500,0,28,85,1,2.2,38720,0,1,64,64,0,30,0,0,0,0,0,0,0,1050,0,0,1,0
1220,S7880,BEDOVE,3,2011,1,0,96,1,3,999,1,16.5,60,1,1.5,20480,0,1,4,8,4,0,0,0,0,0,0,0,0,600,0,0,1,0
1221,S8880,BEDOVE,2,2011,4,0,96,1,3,999,2,15.6,120,2,3,96000,1,1,256,512,4.8,30,0,0,0,0,0,1,0,1300,0,0,3,0
1222,FDT C862,深圳锋达通,4,2011,0,0,96,1,3,645,0,14,77,1,2,76800,0,1,64,128,25,130,0,1,0,1,0,0,0,800,0,0,1,0
1223,FDT C867,深圳锋达通,3,2011,0,0,96,1,3,582,0,13,90,1,2.2,38720,1,1,32,128,0,200,0,1,0,1,0,1,0,900,0,0,3,0
1224,FDT C870,深圳锋达通,3,2011,2,1,52,1,3,990,2,17.6,91,1,2.2,76800,0,1,32,128,20,130,0,1,0,0,0,0,0,950,0,0,1,0
1225,CHERR E51,齐乐,1,2011,1,0,192,0,3,899,0,13.6,118,1,3.5,153600,2,0,256,512,150,200,0,0,0,1,0,1,1,1300,0,1,3,1
1226,EPHONE E53,易丰展业,1,2011,0,0,104,1,3,542,0,14.69,55,1,0,172800,0,1,64,128,0,0,1,0,0,0,0,0,0,850,0,0,1,0
1227,GXQ ES608,高新奇,3,2011,2,0,528,1,1,817,0,14,110,1,2.8,76800,1,0,265,512,130,130,0,0,0,0,0,1,0,1050,1,0,3,1
1228,Saihon D50,赛鸿,1,2011,2,1,56,1,3,603,0,12.5,90,1,2.4,76800,0,1,8,32,2,30,0,0,0,1,0,0,0,1200,0,0,1,0
1229,EPHONE A8,易丰展业,2,2011,3,0,528,1,1,590,0,12,120,1,2.8,76800,1,1,64,256,0,30,0,1,0,0,0,1,0,1200,0,0,3,0
1230,LT E113,特灵通,4,2011,0,1,125,1,1,251,0,14.3,110,1,2.8,76800,1,0,256,512,0,130,0,0,0,1,0,0,0,1050,1,0,2,1
1231,HTC X515d,htc,1,2011,4,0,1228,1,5,3990,0,12.05,140,1,2.5,76800,1,2,64,128,0,130,1,0,0,1,0,0,0,1300,0,0,1,0
1232,CHER A809,齐乐,1,2012,1,0,800,1,1,1090,0,12.2,144,1,2.8,76800,1,0,64,128,0.3,200,1,0,0,1,0,1,0,1200,0,0,2,1
1233,HYF6300,恒宇丰,3,2011,2,0,192,1,3,480,0,14.5,100,1,2.4,76800,0,1,64,128,19,30,0,0,0,1,0,0,0,1050,0,0,1,0
1234,Coolpad 5860,宇龙,3,2011,2,0,800,1,1,1290,0,11.5,80,1,1.2,12288,0,1,32,64,1.4,0,0,0,0,1,0,0,0,1000,0,0,1,0
1235,NT881,新语,2,2011,3,0,192,1,1,362,0,12.5,100,1,2.4,76800,0,1,64,128,30,30,0,0,0,1,0,1,0,860,0,0,1,0
1236,KT2000,卡尔,1,2009,3,0,800,1,1,239,0,53,128.5,1,3,96000,1,0,64,256,0.25,30,0,1,0,0,0,1,0,1150,0,0,2,0
1237,ZTE-C N880,中兴,1,2011,3,0,600,1,1,1824,0,11.6,100,1,2.8,76800,1,0,256,512,100,30,0,0,0,1,0,1,1,1000,0,0,2,1
1238,DCT E601,湖南大成,4,2011,0,0,192,1,1,323,0,12.1,115,1,2.4,76800,0,1,128,64,53,30,0,0,0,1,0,0,0,1800,0,0,1,0
1239,CHIVA-E816,振华,1,2011,1,0,192,0,1,386,0,11.8,85,1,2.4,76800,0,1,64,128,10,30,0,1,0,1,0,0,0,1000,0,0,1,0
1240,S9880,BEDOVE,3,2011,3,0,192,1,3,684,0,15.5,98,1,2,38720,0,1,32,128,30,0,0,1,0,0,0,0,0,1500,0,0,1,0
1241,DCT E328,湖南大成,2,2011,3,0,528,1,3,998,0,14.5,139,1,3,76800,1,0,256,64,442,30,0,1,0,0,0,1,0,1100,0,0,2,0
1242,F201,华为,1,2011,0,0,96,0,1,500,0,67,71,1,1.8,20480,0,1,8,16,0.2,130,0,1,0,0,0,0,0,700,0,0,1,0
1243,CIYO V6,世纪星宇,2,2011,1,0,192,1,1,373,0,11,120,1,2.4,76800,0,1,128,64,2,30,0,0,0,1,0,0,0,1050,0,0,1,0
1244,Coolpad S180+,宇龙,2,2011,2,1,125,1,1,399,0,13,97,1,3,76800,2,2,384,512,0,200,1,1,0,1,0,1,1,1200,1,1,3,1
1245,HE-F55,和信,1,2011,0,0,192,1,1,363,0,14,76,1,1.5,14400,0,1,4,8,1,0,0,0,0,0,0,0,0,1000,0,0,1,0
1246,Coolpad N916,宇龙,1,2011,3,0,192,1,5,2634,0,15,134,1,2.4,76800,1,1,8,32,0,30,0,1,0,0,0,1,0,1000,0,0,3,0
1247,TONEWIN X1,深圳同威,4,2011,2,0,528,1,1,768,0,13,110,1,2.4,76800,0,1,8,32,40,30,0,1,0,1,0,1,0,1100,0,0,1,0
1248,E900,深圳广信,2,2011,3,0,528,1,1,670,0,12,91,1,2.6,96000,0,1,128,256,128,200,0,1,0,1,0,1,0,780,0,0,1,0
1249,SENAP E6,申纳科技,4,2011,1,0,192,1,1,371,0,11.9,65,1,1.5,16384,0,1,16,64,2,0,0,0,0,1,0,0,0,650,0,0,1,0
1250,FDT C876,深圳锋达通,2,2011,4,0,96,1,3,939,0,11.6,184,1,4.98,460800,2,0,512,512,100,800,1,0,0,1,0,1,1,1900,1,0,2,1
1251,FDT E838,深圳锋达通,3,2011,2,0,192,1,1,424,0,12.6,85,1,2.2,38720,0,1,4,16,2,30,0,0,0,0,0,0,0,1500,0,0,1,0
1252,FLY-N8,展翼,1,2011,3,0,528,1,1,1045,0,11,140,1,4,384000,2,0,512,512,60,500,1,0,0,1,0,1,1,1500,1,1,2,1
1253,Bird E300,波导,2,2011,2,1,125,1,1,281,0,14.5,86,1,2.4,76800,0,1,512,1024,10,30,0,0,0,1,0,0,0,1000,0,0,1,0
1254,Soaye-E9,首亿,2,2011,3,0,600,1,3,2022,0,13.5,67,1,1.8,20480,0,1,8,16,0,0,0,1,0,0,0,0,0,860,0,0,1,0
1255,Kingpad N600,森密,3,2011,3,0,528,1,1,819,0,13.3,78,1,1.77,38720,0,1,128,32,3,0,0,0,0,0,0,0,0,1000,0,0,1,0
1256,EPHONE E62V,易丰展业,2,2011,2,0,192,1,1,369,0,11,90,1,1.8,20480,0,1,32,8,4,0,0,0,0,1,0,0,0,800,0,0,1,0
1257,U75,优思,3,2011,2,0,104,1,3,699,0,11.9,72.98,1,2.2,76800,0,1,128,512,10,30,0,0,0,1,0,0,0,1000,0,0,1,0
1258,EPHONE A6,易丰展业,2,2011,3,0,528,1,1,917,0,12,95,1,1.8,20480,0,2,32,64,0,0,0,1,0,0,0,0,0,1000,0,0,1,0
1259,TV33,深圳世纪天元,3,2011,1,1,125,1,1,409,0,14,100,2,2.4,76800,0,1,128,256,100,200,0,0,0,1,0,1,0,980,0,0,1,0
1260,S06,三和新,2,2011,3,0,600,1,1,1099,0,13.9,79,1,1.5,14400,0,1,16,32,1,0,0,0,0,0,0,0,0,950,0,0,1,0
1261,Coolpad 9930,宇龙,1,2011,3,0,192,1,4,2980,0,11.7,90,1,2.4,76800,1,1,32,64,2,130,0,0,0,1,0,1,0,1400,0,0,3,0
1262,Lenovo A390e,联想,1,2011,2,0,800,1,1,990,0,11.5,133,1,3.5,153600,2,0,256,512,185,30,0,0,0,1,0,0,1,1500,1,0,2,1
1263,GFIVE E800,GFIVE,2,2011,0,0,192,1,1,464,0,12.9,112,1,2.4,76800,1,0,8,16,2,30,0,0,0,0,0,0,0,950,0,0,2,0
1264,XT928,摩托罗拉,1,2011,3,0,512,1,5,5580,0,9.9,76,1,1.75,20480,0,1,32,64,0,0,0,0,0,1,0,0,0,700,0,0,1,0
1265,BROR S6,BROR,1,2011,3,0,528,1,1,727,0,12.2,125,2,2.8,76800,1,1,128,128,1024,130,0,1,0,0,0,1,0,1200,1,0,3,0
1266,HUAWEI C8500SR,华为,3,2011,1,0,528,1,1,838,0,13,138,1,2.2,38720,1,1,32,128,0,130,0,0,0,1,0,0,0,1480,0,1,3,0
1267,Coolpad 9900,宇龙,1,2011,4,0,1536,1,5,4980,0,9.9,112,1,2.4,76800,1,1,64,256,6,30,0,1,0,1,0,1,0,1400,0,0,3,0
1268,SCH-i509,三星,2,2011,1,0,600,1,1,990,0,11.5,132,1,2.4,76800,1,0,128,256,100,320,1,1,0,1,0,1,0,1000,0,0,2,0
1269,ZTE-C R580,中兴,1,2011,1,0,192,1,1,429,0,9.8,130,1,3.5,153600,2,0,2000,4000,100,200,1,1,0,1,0,1,1,1500,1,1,2,1
1270,HE-N300,和信,1,2011,2,1,125,1,1,979,0,13.2,130,1,2.8,76800,1,0,64,256,16,200,0,1,0,1,0,1,0,1380,0,0,3,0
1271,BenWee 5100,本为,1,2011,2,0,600,1,1,968,0,12,105.3,1,2.4,76800,2,2,64,128,10,30,0,0,0,0,0,0,0,1800,0,0,1,0
1272,HS-E910,海信,1,2011,2,0,1000,1,1,1290,0,10.7,97,1,2,38720,0,1,8,32,0,130,0,1,0,1,0,1,0,1050,0,0,1,0
1273,HE-E899,海尔,1,2011,2,0,600,1,1,990,0,12.5,107,1,2.4,76800,0,1,128,256,0,200,1,1,0,1,0,1,0,1200,0,0,1,0
1274,MY-E500,美翼,3,2011,1,0,192,1,1,399,0,12.5,110,1,2.4,76800,0,2,64,128,35,30,0,0,0,1,0,0,0,850,0,0,1,0
1275,HUAWEI S8520,华为,3,2011,3,0,600,1,4,1590,0,11.7,90,1,4,384000,2,2,256,512,512,300,1,0,0,1,0,1,1,1700,1,1,2,1
1276,U100,优思,3,2011,3,0,192,1,1,486,0,16,122,1,3.5,153600,2,0,384,512,0,300,1,1,0,1,0,1,1,1650,0,0,1,1
1277,saihon I90,赛鸿,1,2011,3,0,528,1,4,1158,0,14.5,83.7,1,3,96000,1,0,128,256,75,200,0,0,0,1,0,1,0,1000,0,0,2,0
1278,DCT E366,湖南大成,3,2011,2,0,528,1,1,868,0,12,150,1,4.3,384000,2,0,512,512,100,300,1,1,0,1,0,1,1,1800,1,1,2,1
1279,V100,世纪星宇,1,2011,2,1,125,1,3,598,0,10.8,82,1,1.8,20480,0,1,4,8,0,0,0,1,0,0,0,0,0,1000,0,0,1,0
1280,KSP8000,kyocera,3,2012,1,0,1000,1,2,3000,2,17.2,110,1,2.2,76800,1,1,32,128,160,30,0,0,0,0,0,0,0,1000,0,0,3,0
1281,E·XUN-D99,EXUN,1,2011,3,0,600,1,1,1480,0,11.7,85,1,2.4,76800,2,1,32,128,31,0,0,0,0,1,0,0,0,1100,0,0,1,0
1282,YUSUN E60,语信时代,1,2011,1,0,528,1,1,736,0,12.5,118,1,2.4,76800,1,1,512,1024,53,30,0,0,0,1,0,0,0,1600,0,0,3,0
1283,NT83E,新语,2,2011,0,0,96,1,3,699,0,11.5,110,1,2.2,38720,0,1,64,256,64,30,0,0,0,1,0,0,0,1450,0,0,1,0
1284,Q68,35Phone,2,2011,3,0,104,1,3,1882,0,14.5,66,1,1.5,14400,0,1,8,4,1,0,0,0,0,0,0,0,0,800,0,0,1,0
1285,LT E838,特灵通,1,2011,5,0,192,1,1,479,0,17,125,1,2.4,76800,0,1,128,64,2,30,0,0,0,1,0,0,0,1900,0,0,1,0
1286,HUAWEI C2857,华为,1,2011,1,0,96,1,1,200,0,13.5,90,1,2,38720,0,1,64,128,0,30,0,1,0,0,0,0,0,1200,0,0,1,0
1287,DTD-E800,大唐,1,2011,3,0,600,1,3,1980,0,12.6,135,1,2.6,76800,1,1,64,128,15,30,1,1,0,1,0,1,0,3000,0,0,3,0
1288,Skyworth PE90,创维,1,2011,2,0,600,1,1,947,0,12.5,76.5,1,2,20480,0,1,32,64,6,0,0,0,0,0,0,0,0,800,0,0,1,0
1289,U60,优思,3,2011,3,0,128,1,3,875,2,16.4,138,1,3.2,96000,1,0,512,1024,47,320,0,1,0,1,0,1,0,1300,0,0,3,0
1290,SCH-W309,三星,1,2011,3,0,192,1,3,1390,1,17,120,1,2.4,76800,0,1,64,128,4,0,0,1,0,1,0,0,0,2000,0,0,1,0
1291,HUAWEI C8850,华为,3,2011,1,0,1000,1,1,2947,0,11.15,80,1,1.44,16384,0,1,32,64,1.4,0,0,0,0,1,0,0,0,800,0,0,1,0
1292,EF660,深圳广信,4,2011,1,0,192,1,1,490,2,16,90,2,2,38720,0,1,16,64,10,30,0,0,0,1,1,0,0,800,0,0,1,0
1293,HX-X3,华讯方舟,2,2011,2,0,192,1,1,499,0,12,92,1,2.2,76800,0,1,8,32,8,130,0,1,0,1,0,1,0,2000,0,0,1,0
1294,FLY-N5,展翼,3,2011,2,0,528,1,1,676,0,11.9,80,1,2,38720,1,1,64,128,1024,30,0,1,0,0,0,1,0,650,0,0,3,0
1295,BROR E608,BROR,3,2011,2,0,192,1,1,481,1,17.75,74,1,2,76800,0,1,512,1024,0,130,0,1,0,1,0,1,0,800,0,0,1,0
1296,SH831T,夏普,3,2012,3,0,400,1,5,3580,0,12,96,1,2.4,76800,1,0,64,128,58,200,0,0,0,1,0,1,0,880,0,0,2,0
1297,Saihon I60,赛鸿,2,2011,3,1,125,1,1,715,0,11.7,110,1,3.2,96000,1,0,64,128,40,200,1,1,0,1,0,1,0,1400,0,0,2,0
1298,EF811,深圳广信,2,2011,0,1,125,1,3,673,0,14.9,80,1,1.33,16384,0,1,16,32,32,0,0,0,0,0,0,0,0,1000,0,0,1,0
1299,LT E858,特灵通,2,2011,5,1,125,1,1,364,0,18,83,1,2.4,76800,1,1,64,128,0.5,30,0,1,0,0,0,1,0,1100,0,0,3,0
1300,ZTE-C N880S,中兴,1,2011,3,0,600,1,1,990,0,12.1,115,1,3,153600,1,1,256,512,80,300,1,0,0,1,0,1,1,1150,1,0,2,1
1301,CIYO S7,世纪星宇,1,2011,2,0,528,1,1,689,0,11.5,70,1,2.2,38720,0,1,16,32,8,200,0,1,0,1,0,1,0,750,0,0,1,0
1302,saihon S6,赛鸿,1,2011,1,1,104,1,3,560,0,13.6,135,1,3.2,153600,2,0,256,512,120,320,1,1,0,1,1,1,1,1450,1,1,2,1
1303,Coolpad 5899,宇龙,1,2011,3,0,1024,1,3,1590,0,15.3,87.5,1,2.4,76800,0,1,16,8,0,30,0,0,0,1,0,0,0,1000,0,0,1,0
1304,Coobe V600,比酷时代,2,2011,1,0,192,1,3,644,0,12.7,93,1,2,76800,0,1,128,32,0.51,30,0,1,0,0,0,0,0,1000,0,0,1,0
1305,YUSUN E70,语信时代,2,2011,3,1,125,1,1,968,0,13.7,110,1,2.4,76800,0,1,512,1024,19,30,0,0,0,1,0,0,0,1000,0,0,1,0
1306,C100,金立,4,2011,0,1,125,1,1,461,0,11.5,110,1,2.4,76800,0,1,64,128,0,30,0,1,0,1,0,0,0,1500,0,0,1,0
1307,HT-520,HTE,4,2011,5,0,96,1,1,249,0,17.2,65,1,0,6240,0,1,64,32,64,0,1,0,0,0,0,0,0,1000,0,0,1,0
1308,U79,优思,3,2011,3,0,128,1,3,650,0,17.3,570,1,2.4,8192,0,1,8,4,0,0,0,0,0,0,0,0,0,1000,0,0,1,0
1309,VD570,百灵葳朗,3,2011,3,0,96,1,3,775,2,16.5,136,1,3,96000,1,0,128,64,256,200,0,1,0,1,0,1,0,1000,0,1,3,0
1310,XT681,摩托罗拉,3,2012,1,0,800,1,1,1890,0,10.2,98,1,2.2,96000,1,2,32,128,12832,30,0,1,0,0,0,0,0,850,0,0,2,0
1311,VD895,百灵葳朗,2,2011,3,0,192,1,1,895,1,18.7,70,1,1.6,20480,0,1,32,64,0.1,0,0,0,0,0,0,0,0,850,0,0,1,0
1312,SH330T,夏普,2,2012,1,0,800,1,1,999,0,11.7,130,1,2.4,76800,1,1,32,128,128,30,0,0,0,0,0,0,0,1200,0,0,3,0
1313,U689,优思,1,2011,2,0,128,1,3,1380,1,19.2,130,1,2.4,38720,0,1,128,64,0,30,0,0,0,0,0,0,0,1800,0,0,3,0
1314,HE-N620E,海尔,1,2012,2,1,125,1,1,1210,0,12.7,137,1,4,384000,2,0,256,512,190,500,1,1,0,1,0,1,1,1450,1,1,2,1
1315,YUSUN E88,语信时代,3,2011,1,0,600,1,3,1495,0,12.2,98,1,2.4,76800,0,1,64,128,1,30,0,0,0,1,0,0,0,1600,0,0,1,0
1316,BROR D508,BROR,2,2011,0,0,96,1,3,579,0,14.7,119.96,1,2.4,76800,0,1,128,32,36,30,0,1,0,0,0,1,0,1000,0,0,1,0
1317,Skyworth EG6188,创维,1,2011,3,0,600,1,3,1370,0,15,86,1,1.8,12288,0,1,4,16,1.2,30,0,0,0,1,0,0,0,800,0,0,1,0
1318,JY6506,高斯贝尔,1,2011,3,0,800,0,1,1980,0,25,110,1,2.8,76800,1,0,64,256,4.75,200,0,1,0,0,0,0,0,900,1,0,2,0
1319,HT-530,HTE,2,2011,5,0,192,1,1,461,0,14.6,110,1,2.8,76800,1,0,256,512,63,130,0,0,0,1,0,0,0,1050,1,0,3,1
1320,HT-600,HTE,2,2011,0,0,192,1,1,389,0,12.1,83,1,2.4,172800,0,1,64,256,10,0,0,1,0,0,0,0,0,1500,0,0,1,0
1321,EPHONE E75,易丰展业,1,2011,0,0,96,1,3,866,0,15.9,120,1,2.4,76800,1,1,64,256,8,30,0,1,0,1,0,0,0,1400,0,0,3,0
1322,HS-E860,海信,1,2012,2,0,800,1,1,999,0,10.8,80,1,2,38720,1,1,64,128,1024,130,0,1,0,0,0,1,0,1000,0,0,3,0
1323,HS-EG900,海信,1,2012,4,0,1400,1,4,1698,0,12.8,126.3,1,2.2,76800,0,1,128,256,150,320,0,1,0,0,0,1,0,860,0,0,1,0
1324,HT120,屹东电子,1,2011,5,0,96,1,1,590,0,14,150,1,4,153600,2,0,256,512,185,200,0,0,0,1,0,1,1,1500,1,0,2,1
1325,Saihon S8,赛鸿,2,2011,2,1,125,1,3,699,2,16,80,1,1.3,6240,0,1,4,4,0.1,0,0,0,0,0,0,0,0,860,0,0,1,0
1326,SCH-i889,三星,2,2012,3,0,390,1,1,5897,0,9.65,68,1,1.5,16384,0,1,4,4,0.5,30,0,1,0,1,0,0,0,860,0,0,2,0
1327,ZTE-C N780,中兴,1,2011,3,0,600,1,3,1590,0,13.2,135,1,3.8,384000,2,0,512,512,180,500,1,1,0,1,0,1,1,1400,1,1,2,1
1328,D656,postcom,1,2012,3,0,800,1,1,1290,0,11.9,80,1,1.44,16384,0,1,32,64,1.4,0,0,0,0,1,0,0,0,800,0,0,1,0
1329,SENAP E8,申纳科技,3,2011,3,0,192,1,3,774,2,16,90,2,1.8,20480,0,1,8,32,10,30,0,0,0,1,0,0,0,1000,0,0,1,0
